Player,Team,Position,oRAR,oWAR,DRS,dWAR,pRAR,pWAR,WAR
Rhett Vaughn,Florida State,P,0,0,0,0,-3.2,-0.24,-0.24
Tyler Andrews,Milwaukee,P,0,0,0,0,-3.3,-0.24,-0.24
Jake Porter,Southern Indiana,P,0,0,0,0,-3.2,-0.24,-0.24
Sam Novotny,South Dakota State,P,0,0,0.5,0.04,-3.8,-0.28,-0.24
Camden Clewett,Baylor,P,0,0,-0.45,-0.03,-2.8,-0.21,-0.24
Cody Underwood,Lipscomb,P,0,0,0.11,0.01,-3.4,-0.25,-0.24
Koen Smith,Fordham,P,0,0,0.36,0.03,-3.6,-0.27,-0.24
Parker Noonan,Radford,P,0,0,-0.01,0,-3.3,-0.24,-0.24
Carter Campau,Central Michigan,P,0,0,0,0,-3.2,-0.24,-0.24
Liam Rose,UMass Lowell,P,0,0,0.19,0.01,-3.4,-0.25,-0.24
Michael Fredette,Samford,P,0,0,0.2,0.01,-3.4,-0.25,-0.24
Wayland Crane,BYU,P,0,0,0.16,0.01,-3.4,-0.25,-0.24
Josh Rosenblitt,Oakland,P,0,0,0,0,-3.2,-0.24,-0.24
Cooper Reese,New Mexico State,P,0,0,0.1,0.01,-3.3,-0.24,-0.24
Izzy Parsky,Dartmouth,P,0,0,-0.5,-0.04,-2.8,-0.21,-0.24
Ben Plumley,Illinois,P,0,0,0.37,0.03,-3.6,-0.27,-0.24
Daniel Hartley,Georgia Southern,P,0,0,0.41,0.03,-3.7,-0.27,-0.24
Ethan Hubbell,Old Dominion,P,0,0,0.1,0.01,-3.3,-0.24,-0.24
Alberto Santos IV,Texas A&M-Corpus Christi,P,0,0,0,0,-3.3,-0.24,-0.24
Nathan Mueller,Texas A&M-Corpus Christi,P,0,0,0.09,0.01,-3.4,-0.25,-0.24
Matt Wilmarth,Brown,P,0,0,-0.48,-0.04,-2.8,-0.21,-0.24
PJ Green,Missouri,P,0,0,-0.14,-0.01,-3.2,-0.24,-0.25
Kyle McDermott,Central Connecticut,P,0,0,-0.63,-0.05,-2.8,-0.21,-0.25
Jai Jensen,Southern Indiana,P,0,0,0,0,-3.4,-0.25,-0.25
Ryan Butler,Ohio State,P,0,0,0,0,-3.4,-0.25,-0.25
Cooper Littledike,Utah Valley,P,0,0,-0.21,-0.02,-3.2,-0.24,-0.25
Josh Pena,Texas Southern,P,0,0,0.19,0.01,-3.6,-0.27,-0.25
Peyton Lee,Arkansas,P,0,0,0.22,0.02,-3.6,-0.27,-0.25
Lucas Boesen,UNC Asheville,P,0,0,0.02,0,-3.4,-0.25,-0.25
Ian Brown,Navy,P,0,0,-0.67,-0.05,-2.7,-0.2,-0.25
Tyler Walton,Texas State,P,0,0,0,0,-3.4,-0.25,-0.25
Braylen Timmins,Texas State,P,0,0,0,0,-3.4,-0.25,-0.25
Remy Marsh,Houston Christian,P,0,0,0.22,0.02,-3.6,-0.27,-0.25
Nick Robinson,Grambling,P,0,0,0.26,0.02,-3.7,-0.27,-0.25
Brian Cadieux,Albany,P,0,0,0.42,0.03,-3.8,-0.28,-0.25
Pierson Howe,Pepperdine,P,0,0,0.05,0,-3.5,-0.26,-0.25
Matt Murtagh,Siena,P,0,0,0.39,0.03,-3.8,-0.28,-0.25
Max Hilsenroth,New Haven,P,0,0,-0.63,-0.05,-2.8,-0.21,-0.25
Bobby Finn,Villanova,P,0,0,-0.17,-0.01,-3.2,-0.24,-0.25
Colton Landtiser,Ohio,P,0,0,0.16,0.01,-3.6,-0.27,-0.25
Carter Payne,Presbyterian,P,0,0,0.27,0.02,-3.7,-0.27,-0.25
Joe O'Regan,CSU Bakersfield,P,0,0,0,0,-3.4,-0.25,-0.25
Reese Young,North Alabama,P,0,0,-0.35,-0.03,-3.1,-0.23,-0.25
Nick Bruno,UNC Asheville,P,0,0,0,0,-3.4,-0.25,-0.25
Josh Hyneman,Southern Illinois,P,0,0,0.15,0.01,-3.6,-0.27,-0.25
Brody Juntunen,Florida Atlantic,P,0,0,0.06,0,-3.5,-0.26,-0.25
Christian Charalambous,Presbyterian,P,0,0,-0.42,-0.03,-3,-0.22,-0.25
Nick Dolbin,Coppin State,P,0,0,0,0,-3.4,-0.25,-0.25
Kevin Reed,Evansville,P,0,0,2.03,0.15,-5.4,-0.4,-0.25
Ryan Higgins,UC Riverside,P,0,0,-0.08,-0.01,-3.3,-0.24,-0.25
Reagan James,Arkansas-Pine Bluff,P,0,0,-0.05,0,-3.3,-0.24,-0.25
Carson Mayfield,Cornell,P,0,0,0.22,0.02,-3.8,-0.28,-0.26
Reuben Malamed,Niagara,P,0,0,-0.14,-0.01,-3.4,-0.25,-0.26
Justin Bultemeier,Valparaiso,P,0,0,-0.29,-0.02,-3.2,-0.24,-0.26
Hayden Thomas,College of Charleston,P,0,0,-0.71,-0.05,-2.8,-0.21,-0.26
Brayden Marks,North Dakota State,P,0,0,0.53,0.04,-4,-0.29,-0.26
Griffin Almond,Youngstown State,P,0,0,-0.43,-0.03,-3.1,-0.23,-0.26
Luke Ridley,West Georgia,P,0,0,0.05,0,-3.6,-0.27,-0.26
Matt Barnes II,UC Davis,P,0,0,-0.23,-0.02,-3.3,-0.24,-0.26
Garrett Pyne,Davidson,P,0,0,0.33,0.02,-3.9,-0.29,-0.26
Trent Rudge,Canisius,P,0,0,0,0,-3.5,-0.26,-0.26
Will Page-Allen,Fresno State,P,0,0,-0.7,-0.05,-2.8,-0.21,-0.26
Jackson Vanesko,Bryant,P,0,0,-0.87,-0.06,-2.6,-0.19,-0.26
Brendan Lewis,Manhattan,P,0,0,0,0,-3.5,-0.26,-0.26
Jackson Blank,Rice,P,0,0,-0.19,-0.01,-3.3,-0.24,-0.26
Jaxson Easterlin,Oakland,P,0,0,0.4,0.03,-3.9,-0.29,-0.26
Derek Arrocha,Jackson State,P,0,0,-0.32,-0.02,-3.2,-0.24,-0.26
Thomas Gonzales,San Francisco,P,0,0,0.11,0.01,-3.6,-0.27,-0.26
Conner Williar,Stony Brook,P,0,0,0,0,-3.5,-0.26,-0.26
Alito McBean,San Diego State,P,0,0,0.25,0.02,-3.8,-0.28,-0.26
Ryan Halamicek,Southern Illinois,P,0,0,0,0,-3.5,-0.26,-0.26
Zach Leduc,Ball State,P,0,0,0.03,0,-3.5,-0.26,-0.26
Jared Hanson,Central Michigan,P,0,0,-1,-0.07,-2.5,-0.18,-0.26
Grayson Stroumpis,West Georgia,P,0,0,-0.28,-0.02,-3.3,-0.24,-0.26
Trey Jacobsen,Utah Valley,P,0,0,0.01,0,-3.6,-0.27,-0.26
Justin Hicks,UAB,P,0,0,-1.95,-0.14,-1.6,-0.12,-0.26
Joey Lorenzini,Arkansas,P,0,0,0,0,-3.5,-0.26,-0.26
Evan Saulys,Siena,P,0,0,-0.3,-0.02,-3.2,-0.24,-0.26
Riley Ballard,The Citadel,P,0,0,-0.59,-0.04,-3,-0.22,-0.26
Marshall Whitmer,Georgetown,P,0,0,0.56,0.04,-4.1,-0.3,-0.26
Andrew Bowers,The Citadel,P,0,0,0.39,0.03,-3.9,-0.29,-0.26
Camron Poe,Georgetown,P,0,0,0,0,-3.7,-0.27,-0.27
Hayden Blosser,Ohio,P,0,0,-0.32,-0.02,-3.3,-0.24,-0.27
Jake Michel,Towson,P,0,0,0,0,-3.6,-0.27,-0.27
Jake Ferretti,Youngstown State,P,0,0,0.06,0,-3.7,-0.27,-0.27
Caleb Clover,VCU,P,0,0,-0.1,-0.01,-3.6,-0.27,-0.27
Evimael Quiles,West Georgia,P,0,0,0.46,0.03,-4.1,-0.3,-0.27
Adrian Rubio,Stephen F. Austin,P,0,0,0.13,0.01,-3.8,-0.28,-0.27
Aden Knowles,Towson,P,0,0,-0.36,-0.03,-3.3,-0.24,-0.27
Zane Burns,Oklahoma State,P,0,0,0.16,0.01,-3.8,-0.28,-0.27
Gavin Alloway,Rider,P,0,0,0,0,-3.7,-0.27,-0.27
Russ Martin,Little Rock,P,0,0,0,0,-3.7,-0.27,-0.27
Jack Angus,Eastern Michigan,P,0,0,0,0,-3.6,-0.27,-0.27
Daniel Midkiff,Lamar,P,0,0,0,0,-3.6,-0.27,-0.27
Diego Emerling,Saint Mary's (CA),P,0,0,0.13,0.01,-3.8,-0.28,-0.27
Max Skilbeck,St. Thomas (MN),P,0,0,0,0,-3.6,-0.27,-0.27
Chase Keen,Ohio,P,0,0,0,0,-3.6,-0.27,-0.27
Nathan Hiscox,Le Moyne,P,0,0,-0.23,-0.02,-3.4,-0.25,-0.27
Mitch Haythorn,Northern Colorado,P,0,0,1.11,0.08,-4.8,-0.35,-0.27
Park Roeder,Mississippi Valley,P,0,0,-0.11,-0.01,-3.5,-0.26,-0.27
Thomas Wrehe,George Mason,P,0,0,0,0,-3.7,-0.27,-0.27
Adrian Blanchet,UC Riverside,P,0,0,0.06,0,-3.7,-0.27,-0.27
Dan Mateffy,Holy Cross,P,0,0,0,0,-3.6,-0.27,-0.27
Luke Bragga,Tennessee Tech,RF,-0.01,0,-3.69,-0.27,0,0,-0.27
Folger Boaz,North Carolina,P,0,0,-0.94,-0.07,-2.7,-0.2,-0.27
Tyler Ball,BYU,P,0,0,0.11,0.01,-3.8,-0.28,-0.27
Braden Curry,Toledo,P,0,0,0,0,-3.7,-0.27,-0.27
Brady Hudson,Northern Colorado,P,0,0,1.53,0.11,-5.2,-0.38,-0.27
Jaxson Howard,Bellarmine,P,0,0,0,0,-3.7,-0.27,-0.27
Jake Zawatsky,UMass Lowell,P,0,0,-0.32,-0.02,-3.3,-0.24,-0.27
Tommy Bridges,Northwestern,P,0,0,0.17,0.01,-3.9,-0.29,-0.27
Jase Phillips,SIUE,P,0,0,-0.72,-0.05,-2.9,-0.21,-0.27
Aidan Emrich,Sacred Heart,P,0,0,0,0,-3.6,-0.27,-0.27
Cameron Teinert,Omaha,P,0,0,-0.2,-0.01,-3.4,-0.25,-0.27
Beau Leisure,Iowa,P,0,0,0.14,0.01,-3.8,-0.28,-0.27
Brian Crooms,Georgia State,P,0,0,0.44,0.03,-4.1,-0.3,-0.27
Tate Farquhar,Troy,P,0,0,0,0,-3.8,-0.28,-0.28
Eric Swiencicki,Le Moyne,P,0,0,0.64,0.05,-4.4,-0.32,-0.28
Derek Bartek,Fairleigh Dickinson,P,0,0,0.16,0.01,-3.9,-0.29,-0.28
Tanner Boccabello,Bethune-Cookman,P,0,0,0.57,0.04,-4.4,-0.32,-0.28
Jagger Edwards,San Diego,P,0,0,-0.09,-0.01,-3.7,-0.27,-0.28
Carter Beck,Akron,P,0,0,-0.56,-0.04,-3.2,-0.24,-0.28
Devin Pressley,Gardner-Webb,P,0,0,0,0,-3.8,-0.28,-0.28
Brayden Bruner,Bellarmine,CF,-0.04,0,-3.7,-0.27,0,0,-0.28
Doug Marose,Delaware,P,0,0,-0.09,-0.01,-3.7,-0.27,-0.28
Robert Sanford,Bradley,P,0,0,-0.46,-0.03,-3.4,-0.25,-0.28
Chris Billings,North Dakota State,P,0,0,0,0,-3.8,-0.28,-0.28
Jackson Natanek,Illinois State,P,0,0,0.15,0.01,-3.9,-0.29,-0.28
Drew Wenske,Stephen F. Austin,P,0,0,0.38,0.03,-4.2,-0.31,-0.28
Charlie Giese,UT Arlington,P,0,0,0.02,0,-3.8,-0.28,-0.28
Hayden Trier,Eastern Illinois,P,0,0,0,0,-3.8,-0.28,-0.28
Ashton Branson,Dallas Baptist,P,0,0,0.08,0.01,-3.9,-0.29,-0.28
Will Pires,Manhattan,P,0,0,-0.04,0,-3.7,-0.27,-0.28
Max Haug,George Washington,P,0,0,-0.54,-0.04,-3.2,-0.24,-0.28
Luke Elward,Loyola Marymount,P,0,0,0,0,-3.8,-0.28,-0.28
Bobby Barrera,Illinois-Chicago,P,0,0,0.74,0.05,-4.6,-0.34,-0.28
Caleb Sweeney,Loyola Marymount,P,0,0,-1.46,-0.11,-2.4,-0.18,-0.28
Weston Thornbury,Fresno State,P,0,0,-0.38,-0.03,-3.4,-0.25,-0.28
Conner Vander Luitgaren,Evansville,P,0,0,-0.69,-0.05,-3.1,-0.23,-0.28
Blaine Nunnally,Eastern Illinois,P,0,0,0.36,0.03,-4.1,-0.3,-0.28
Josh Kopetski,Rhode Island,P,0,0,0.25,0.02,-4,-0.29,-0.28
Dalton Brown,Lafayette,P,0,0,0.02,0,-3.8,-0.28,-0.28
Cade McGarrh,Abilene Christian,P,0,0,0.25,0.02,-4,-0.29,-0.28
Reece Wagner,Northern Colorado,P,0,0,0.35,0.03,-4.1,-0.3,-0.28
Noah Bagby,Southern,P,0,0,0.54,0.04,-4.4,-0.32,-0.28
Mac Zawistoski,Eastern Illinois,P,0,0,0.44,0.03,-4.3,-0.32,-0.28
Ethan Shaub,Delaware,P,0,0,0.12,0.01,-4,-0.29,-0.29
Will Kent,South Dakota State,P,0,0,0,0,-4,-0.29,-0.29
Luke Wiseman,New Mexico,P,0,0,0.42,0.03,-4.3,-0.32,-0.29
Griffin Madden,James Madison,P,0,0,0.73,0.05,-4.7,-0.35,-0.29
Christian Mello,Albany,P,0,0,1.52,0.11,-5.5,-0.41,-0.29
Ethan Dillinger,Air Force,P,0,0,-0.1,-0.01,-3.9,-0.29,-0.29
Palmer O'Beirne,Samford,P,0,0,-0.48,-0.04,-3.5,-0.26,-0.29
Reid Bertram,Gardner-Webb,P,0,0,-0.78,-0.06,-3.1,-0.23,-0.29
Cameron Edmonds,Houston,P,0,0,0,0,-3.9,-0.29,-0.29
Luca Staiano,San Jose State,P,0,0,0,0,-4,-0.29,-0.29
Daniel Smith,Davidson,P,0,0,0.02,0,-4,-0.29,-0.29
Clay Cartledge,Eastern Kentucky,P,0,0,-0.27,-0.02,-3.7,-0.27,-0.29
